147.44 3
147.93 4
148.42 1
148.90 2
149.39 3
149.88 4
150.37 1
150.85 2
151.34 3
151.83 4
152.32 1
152.81 2
153.29 3
153.78 4
154.27 1
154.76 2
155.24 3
155.73 4
156.22 1
156.71 2
157.20 3
157.68 4
158.17 1
158.66 2
159.15 3
159.64 4
160.13 1
160.61 2
161.10 3
161.59 4
162.08 1
162.56 2
163.05 3
163.54 4
164.03 1
164.51 2
165.00 3
165.49 4
165.98 1
166.46 2
166.95 3
167.44 4
167.93 1
168.42 2
168.90 3
169.39 4
169.88 1
170.37 2
170.85 3
171.34 4
171.84 1
172.32 2
172.81 3
173.29 4
173.78 1
174.27 2
174.76 3
175.25 4
175.73 1
176.22 2
176.71 3
177.20 4
177.68 1
178.17 2
178.66 3
179.15 4
179.64 1
180.12 2
180.61 3
181.10 4
181.59 1
182.07 2
182.56 3
183.05 4
183.54 1
184.02 2
184.51 3
185.00 4
185.49 1
185.98 2
186.46 3
186.95 4
187.44 1
187.93 2
188.42 3
188.91 4
189.39 1
189.88 2
190.37 3
190.86 4
191.34 1
191.83 2
192.32 3
192.81 4
193.29 1
193.78 2
194.27 3
194.76 4
195.25 1
195.73 2
196.22 3
196.71 4
197.20 1
197.68 2
198.17 3
198.66 4
199.15 1
199.64 2
200.12 3
200.61 4
201.10 1
201.59 2
202.07 3
202.56 4
203.05 1
203.54 2
204.03 3
204.51 4
205.00 1
205.49 2
205.98 3
206.47 4
206.95 1
207.44 2
207.93 3
208.42 4
208.90 1
209.39 2
209.88 3
210.37 4
210.86 1
211.34 2
211.83 3
212.32 4
212.81 1
213.29 2
213.78 3
214.27 4
214.76 1
215.25 2
215.73 3
216.22 4
216.71 1
217.20 2
217.69 3
218.17 4
218.66 1
219.15 2
219.64 3
220.12 4
220.61 1
221.10 2
221.59 3
222.08 4
222.57 1
223.05 2
223.54 3
224.03 4
224.52 1
225.00 2
225.49 3
225.98 4
226.46 1
226.95 2
227.44 3
227.93 4
228.42 1
228.91 2
229.39 3
229.88 4
230.37 1
230.85 2
231.34 3
231.83 4
232.32 1
232.81 2
233.30 3
233.78 4
234.27 1
234.76 2
235.24 3
235.73 4
236.22 1
236.71 2
237.19 3
237.69 4
238.17 1
238.66 2
239.14 3
239.64 4
240.12 1
240.62 2
241.10 3
241.59 4
242.07 1
242.56 2
243.05 3
243.54 4
244.02 1
244.51 2
245.00 3
245.49 4
245.98 1
246.47 2
246.95 3
247.44 4
247.93 1
248.42 2
248.90 3
249.40 4
249.88 1
250.37 2
250.85 3
251.34 4
251.83 1
252.32 2
252.80 3
253.30 4
253.78 1
254.27 2
254.75 3
255.25 4
255.73 1
256.22 2
256.71 3
257.20 4
257.68 1
258.17 2
258.66 3
259.15 4
259.63 1
260.12 2
260.61 3
261.10 4
261.59 1
262.08 2
262.56 3
263.05 4
263.54 1
264.03 2
264.51 3
265.00 4
265.49 1
265.98 2
266.47 3
266.96 4
267.44 1
267.93 2
268.42 3
268.91 4
269.39 1
269.88 2
270.37 3
270.86 4
271.34 1
271.83 2
272.32 3
272.81 4
273.29 1
273.78 2
274.27 3
274.76 4
275.24 1
275.73 2
276.22 3
276.71 4
277.19 1
277.69 2
278.17 3
278.66 4
279.15 1
279.64 2
280.12 3
280.61 4
281.10 1
281.59 2
282.07 3
282.56 4
283.05 1
283.54 2
284.02 3
284.51 4
285.00 1
285.49 2
285.98 3
286.47 4
286.95 1
287.44 2
287.93 3
288.42 4
288.91 1
289.39 2
289.88 3
290.37 4
290.86 1
291.34 2
291.83 3
292.32 4
292.81 1
293.30 2
293.78 3
294.27 4
294.76 1
295.25 2
295.73 3
296.23 4
296.71 1
297.20 2
297.69 3
298.18 4
298.66 1
299.15 2
299.64 3
300.13 4
300.62 1
301.10 2
301.59 3
302.08 4
302.56 1
303.05 2
303.54 3
304.03 4
304.52 1
305.00 2
305.49 3
305.98 4
306.46 1
306.95 2
307.44 3
307.93 4
308.42 1
308.91 2
309.39 3
309.88 4
310.37 1
310.86 2
311.34 3
311.84 4
312.32 1
312.81 2
313.29 3
313.78 4
314.27 1
314.76 2
315.24 3
315.74 4
316.22 1
316.71 2
317.19 3
317.69 4
318.17 1
318.66 2
319.15 3
319.64 4
320.12 1
320.61 2
321.10 3
321.59 4
322.07 1
322.56 2
323.05 3
323.54 4
324.02 1
324.52 2
325.00 3
325.49 4
325.98 1
326.47 2
326.95 3
327.44 4
327.93 1
328.42 2
328.90 3
329.39 4
329.88 1
330.37 2
330.85 3
331.34 4
331.83 1
332.32 2
332.81 3
333.30 4
333.78 1
334.27 2
334.76 3
335.25 4
335.73 1
336.22 2
336.71 3
337.20 4
337.68 1
338.17 2
338.66 3
339.15 4
339.63 1
340.12 2
340.61 3
341.10 4
341.58 1
342.07 2
342.56 3
343.05 4
343.53 1
344.03 2
344.51 3
345.00 4
345.49 1
345.98 2
346.46 3
346.95 4
347.44 1
347.93 2
348.42 3
348.91 4
349.39 1
349.88 2
350.36 3
350.86 4
351.34 1
351.83 2
352.32 3
352.81 4
353.29 1
353.78 2
354.27 3
354.76 4
355.24 1
355.73 2
356.22 3
356.71 4
357.19 1
357.69 2
358.17 3
358.66 4
359.15 1
359.64 2
360.12 3
360.61 4
361.10 1
361.59 2
362.07 3
362.56 4
363.05 1
363.54 2
364.02 3
364.52 4
365.00 1
365.49 2
365.98 3
366.47 4
366.95 1
367.44 2
367.93 3
368.42 4
368.90 1
369.39 2
369.88 3
370.37 4
370.86 1
371.34 2
371.83 3
372.32 4
372.81 1
373.30 2
373.78 3
374.27 4
374.76 1
375.25 2
375.73 3
376.22 4
376.71 1
377.20 2
377.68 3
378.17 4
378.66 1
379.15 2
379.63 3
380.12 4
380.61 1
381.10 2
381.59 3
382.07 4
382.56 1
383.05 2
383.54 3
384.03 4
384.51 1
385.00 2
385.49 3
385.98 4
386.46 1
386.95 2
387.44 3
387.93 4
388.42 1
388.90 2
389.39 3
389.88 4
390.37 1
390.86 2
391.34 3
391.83 4
392.32 1
392.81 2
393.29 3
393.78 4
394.27 1
394.76 2
395.24 3
395.73 4
396.22 1
396.71 2
397.20 3
397.68 4
398.17 1
398.66 2
399.15 3
399.64 4
400.12 1
400.61 2
401.10 3
401.59 4
402.07 1
402.56 2
403.05 3
403.54 4
404.03 1
404.51 2
405.00 3
405.49 4
405.98 1
406.46 2
406.95 3
407.44 4
407.93 1
408.41 2
408.90 3
409.39 4
409.88 1
410.37 2
410.85 3
411.34 4
411.83 1
412.32 2
412.81 3
413.29 4
413.78 1
